sku_id,week,units_sold,price,promo_flag
4,37,41,0.68,0
4,38,59,0.65,0
4,39,35,0.7,0
4,40,31,0.72,0
4,41,41,0.72,0
4,42,80,0.75,0
4,43,38,0.68,0
4,44,59,0.68,0
5,1,49,0.66,0
5,2,38,0.64,0
5,3,48,0.64,0
5,4,55,0.6,1
5,5,69,0.63,0
5,6,49,0.66,0
5,7,46,0.68,0
5,8,53,0.71,0
5,9,51,0.65,0
5,10,43,0.7,0
5,11,42,0.65,0
5,12,48,0.65,0
5,13,60,0.66,0
5,14,132,0.55,1
5,15,47,0.71,0
5,16,41,0.76,0
5,17,45,0.71,0
5,18,61,0.69,0
5,19,49,0.67,0
5,20,53,0.74,0
5,21,44,0.65,0
5,22,46,0.71,0
5,23,50,0.54,1
5,24,44,0.67,0
5,25,47,0.7,0
5,26,42,0.69,0
5,27,44,0.71,0
5,28,36,0.7,0
5,29,36,0.68,0
5,30,40,0.71,0
5,31,39,0.65,0
5,32,41,0.71,0
5,33,49,0.67,0
5,34,42,0.66,0
5,35,98,0.72,0
5,36,43,0.52,1
5,37,34,0.63,0
5,38,47,0.72,0
5,39,40,0.64,0
5,40,33,0.72,0
5,41,32,0.69,0
5,42,91,0.71,0
5,43,37,0.58,1
5,44,80,0.66,0
6,1,62,0.67,0
6,2,53,0.71,0
6,3,43,0.65,0
6,4,54,0.73,0
6,5,92,0.63,0
6,6,61,0.72,0
6,7,65,0.72,0
6,8,55,0.74,0
6,9,53,0.69,0
6,10,53,0.71,0
6,11,54,0.71,0
6,12,49,0.72,0
6,13,68,0.76,0
6,14,220,0.73,0
6,15,64,0.7,0
6,16,61,0.68,0
6,17,62,0.67,0
6,18,55,0.73,0
6,19,62,0.69,0
6,20,89,0.71,0
6,21,53,0.68,0
6,22,60,0.69,0
6,23,56,0.72,0
6,24,56,0.75,0
6,25,58,0.71,0
6,26,50,0.66,0
6,27,62,0.67,0
6,28,47,0.7,0
6,29,55,0.71,0
6,30,44,0.69,0
6,31,47,0.65,0
6,32,42,0.73,0
6,33,52,0.67,0
6,34,45,0.68,0
6,35,118,0.7,0
6,36,51,0.65,0
6,37,50,0.68,0
6,38,73,0.67,0
6,39,47,0.52,1
6,40,47,0.66,0
6,41,44,0.75,0
6,42,103,0.67,0
6,43,40,0.69,0
6,44,83,0.69,0
7,1,48,0.7,0
7,2,48,0.68,0
7,3,50,0.7,0
7,4,53,0.63,0
7,5,75,0.69,0
7,6,52,0.71,0
7,7,58,0.71,0
7,8,48,0.67,0
7,9,67,0.68,0
7,10,49,0.7,0
7,11,61,0.6,1
7,12,62,0.57,1
7,13,66,0.71,0
7,14,136,0.69,0
7,15,52,0.72,0
7,16,48,0.64,0
7,17,57,0.71,0
7,18,49,0.71,0
7,19,44,0.62,0
7,20,71,0.72,0
7,21,46,0.69,0
7,22,51,0.74,0
7,23,46,0.67,0
7,24,52,0.7,0
7,25,49,0.7,0
7,26,43,0.66,0
7,27,45,0.71,0
7,28,48,0.71,0
7,29,41,0.64,0
7,30,44,0.66,0
7,31,39,0.69,0
7,32,48,0.71,0
7,33,48,0.74,0
7,34,50,0.66,0
7,35,96,0.72,0
7,36,47,0.72,0
7,37,41,0.7,0
7,38,63,0.68,0
7,39,37,0.71,0
7,40,37,0.67,0
7,41,43,0.71,0
7,42,93,0.63,0
7,43,47,0.73,0
7,44,56,0.69,0
8,1,38,0.7,0
8,2,39,0.67,0
8,3,37,0.68,0
8,4,37,0.69,0
8,5,53,0.72,0
8,6,41,0.7,0
8,7,39,0.74,0
8,8,36,0.54,1
8,9,44,0.67,0
8,10,36,0.75,0
8,11,37,0.71,0
8,12,34,0.7,0
8,13,48,0.71,0
8,14,123,0.72,0
8,15,40,0.7,0
8,16,35,0.67,0
8,17,39,0.7,0
8,18,49,0.6,1
8,19,40,0.7,0
8,20,49,0.7,0
8,21,33,0.72,0
8,22,36,0.66,0
8,23,39,0.68,0
8,24,32,0.74,0
8,25,42,0.71,0
8,26,31,0.72,0
8,27,41,0.55,1
8,28,38,0.66,0
8,29,35,0.72,0
8,30,29,0.71,0
8,31,35,0.7,0
8,32,31,0.67,0
8,33,37,0.7,0
8,34,30,0.65,0
8,35,88,0.68,0
8,36,38,0.62,1
8,37,30,0.71,0
8,38,50,0.71,0
8,39,31,0.67,0
8,40,31,0.69,0
8,41,26,0.71,0
8,42,82,0.74,0
8,43,34,0.76,0
8,44,54,0.73,0
9,1,54,0.73,0
9,2,57,0.68,0
9,3,58,0.68,0
9,4,56,0.71,0
9,5,85,0.7,0
9,6,71,0.57,1
9,7,50,0.68,0
9,8,53,0.68,0
9,9,47,0.73,0
9,10,51,0.67,0
9,11,57,0.7,0
9,12,46,0.71,0
9,13,56,0.7,0
9,14,161,0.67,0
9,15,61,0.57,1
9,16,52,0.68,0
9,17,49,0.68,0
9,18,52,0.67,0
9,19,47,0.67,0
9,20,74,0.63,0
9,21,48,0.65,0
9,22,49,0.68,0
9,23,46,0.67,0
9,24,49,0.68,0
9,25,54,0.69,0
9,26,43,0.74,0
9,27,58,0.7,0
9,28,61,0.64,0
9,29,49,0.69,0
9,30,42,0.65,0
9,31,35,0.75,0
9,32,48,0.68,0
9,33,55,0.68,0
9,34,51,0.75,0
9,35,105,0.73,0
9,36,43,0.68,0
9,37,47,0.74,0
9,38,62,0.7,0
9,39,37,0.77,0
9,40,43,0.62,0
9,41,46,0.7,0
9,42,97,0.66,0
9,43,40,0.67,0
9,44,89,0.62,1
10,1,47,0.61,1
10,2,40,0.74,0
10,3,44,0.6,0
10,4,46,0.73,0
10,5,65,0.69,0
10,6,43,0.69,0
10,7,56,0.62,0
10,8,55,0.64,0
10,9,49,0.67,0
10,10,48,0.66,0
10,11,44,0.67,0
10,12,53,0.7,0
10,13,49,0.71,0
10,14,181,0.56,1
10,15,54,0.69,0
10,16,45,0.69,0
10,17,56,0.54,1
10,18,52,0.65,0
10,19,51,0.66,0
10,20,74,0.72,0
10,21,50,0.67,0
10,22,48,0.66,0
10,23,38,0.71,0
10,24,43,0.65,0
10,25,56,0.56,1
10,26,42,0.63,0
10,27,55,0.72,0
10,28,37,0.75,0
10,29,39,0.71,0
10,30,37,0.67,0
10,31,37,0.62,0
10,32,41,0.67,0
10,33,46,0.63,0
10,34,37,0.76,0
10,35,99,0.66,0
10,36,49,0.59,1
10,37,40,0.6,1
10,38,61,0.7,0
10,39,40,0.71,0
10,40,33,0.77,0
10,41,39,0.67,0
10,42,97,0.68,0
10,43,32,0.71,0
10,44,63,0.52,1
11,1,46,0.63,0
11,2,46,0.53,1
11,3,50,0.52,1
11,4,57,0.65,0
11,5,62,0.69,0
11,6,53,0.69,0
11,7,44,0.71,0
11,8,45,0.68,0
11,9,45,0.73,0
11,10,44,0.64,0
11,11,51,0.68,0
11,12,41,0.73,0
11,13,57,0.65,0
11,14,122,0.65,0
11,15,44,0.64,0
11,16,46,0.7,0
11,17,48,0.61,1
11,18,42,0.75,0
11,19,53,0.7,0
11,20,70,0.71,0
11,21,43,0.73,0
11,22,38,0.65,0
11,23,51,0.57,1
11,24,39,0.71,0
11,25,38,0.69,0
11,26,42,0.74,0
11,27,43,0.69,0
11,28,42,0.69,0
11,29,38,0.66,0
11,30,46,0.54,1
11,31,36,0.65,0
11,32,34,0.68,0
11,33,51,0.67,0
11,34,40,0.66,0
11,35,82,0.7,0
11,36,39,0.68,0
11,37,40,0.52,1
11,38,54,0.68,0
11,39,36,0.69,0
11,40,36,0.7,0
11,41,36,0.72,0
11,42,83,0.68,0
11,43,40,0.69,0
11,44,60,0.67,0
12,1,49,0.64,0
12,2,54,0.68,0
12,3,55,0.64,0
12,4,53,0.71,0
12,5,87,0.65,0
12,6,59,0.74,0
12,7,51,0.72,0
12,8,64,0.68,0
12,9,50,0.64,0
12,10,44,0.73,0
12,11,55,0.7,0
12,12,56,0.74,0
12,13,62,0.66,0
12,14,142,0.71,0
12,15,51,0.72,0
12,16,56,0.72,0
12,17,63,0.72,0
12,18,69,0.72,0
12,19,49,0.65,0
12,20,85,0.66,0
12,21,56,0.7,0
12,22,51,0.68,0
12,23,47,0.55,1
12,24,44,0.76,0
12,25,52,0.66,0
12,26,49,0.72,0
12,27,54,0.69,0
12,28,40,0.73,0
12,29,48,0.59,1
12,30,45,0.76,0
12,31,54,0.6,1
12,32,47,0.7,0
12,33,57,0.65,0
12,34,48,0.69,0
12,35,127,0.65,0
12,36,41,0.68,0
12,37,41,0.7,0
12,38,72,0.71,0
12,39,39,0.66,0
12,40,50,0.69,0
12,41,55,0.53,1
12,42,145,0.74,0
12,43,38,0.68,0
12,44,75,0.69,0
13,1,47,1.13,0
13,2,54,1.3,0
13,3,51,1.16,0
13,4,55,1.19,0
13,5,73,1.15,0
13,6,63,1.1,0
13,7,55,1.24,0
13,8,60,1.12,0
13,9,77,1.18,0
13,10,69,1.13,0
13,11,57,1.09,0
13,12,64,1.23,0
13,13,59,1.19,0
13,14,160,1.16,0
13,15,60,0.93,1
13,16,59,1.03,0
13,17,47,1.11,0
13,18,53,1.07,0
13,19,69,1.11,0
13,20,87,1.16,0
13,21,71,1.12,0
13,22,51,1.09,0
13,23,49,1.13,0
13,24,66,1.22,0
13,25,48,1.2,0
13,26,48,1.15,0
13,27,61,1.2,0
13,28,51,1.15,0
13,29,47,1.16,0
13,30,59,1.01,1
13,31,56,1.28,0
13,32,47,1.11,0
13,33,72,0.88,1
13,34,57,1,0
13,35,121,1.18,0
13,36,45,1.13,0
13,37,41,1.24,0
13,38,77,1.16,0
13,39,47,1.07,0
13,40,49,1.17,0
13,41,53,1.12,0
13,42,123,1.21,0
13,43,40,1.25,0
13,44,118,0.9,1
14,1,54,1.25,0
14,2,63,1.18,0
14,3,54,1.16,0
14,4,52,1.12,0
14,5,89,1.14,0
14,6,65,1.06,0
14,7,61,1.21,0
14,8,46,1.09,0
14,9,74,1.13,0
14,10,56,1.16,0
14,11,60,1.1,0
14,12,48,1.19,0
14,13,69,1.2,0
14,14,161,1.1,0
14,15,50,1.15,0
14,16,58,1.06,0
14,17,55,0.89,1
14,18,70,1.1,0
14,19,62,1.17,0
14,20,76,1.17,0
14,21,43,1.21,0
14,22,53,1.24,0
14,23,62,1.08,0
14,24,44,1.09,0
14,25,51,1.17,0
14,26,62,1.24,0
14,27,70,1.11,0
14,28,55,1.09,0
14,29,53,1.2,0
14,30,44,1.15,0
14,31,59,1.07,0
14,32,40,1.15,0
14,33,56,1.13,0
14,34,60,0.88,1
14,35,106,1.02,0
14,36,53,1.15,0
14,37,47,1.16,0
14,38,77,1.22,0
14,39,48,1.17,0
14,40,48,1.12,0
14,41,43,1.1,0
14,42,107,1.06,0
14,43,57,1.15,0
14,44,71,1.11,0
15,1,46,1.07,0
15,2,44,0.97,1
15,3,51,0.99,1
15,4,42,1.14,0
15,5,64,1.22,0
15,6,54,1.15,0
15,7,40,1.26,0
15,8,39,1.12,0
15,9,41,1.18,0
15,10,47,0.93,1
15,11,38,1.08,0
15,12,39,1.15,0
15,13,53,1.12,0
15,14,133,1.13,0
15,15,41,1.17,0
15,16,44,1.17,0
15,17,54,1.15,0
15,18,46,1.11,0
15,19,42,1.17,0
15,20,68,1.18,0
15,21,52,0.89,1
15,22,43,1.2,0
15,23,46,1.15,0
15,24,41,1.14,0
15,25,53,1.09,0
15,26,38,1.07,0
15,27,47,1.29,0
15,28,39,1.17,0
15,29,39,1.22,0
15,30,42,1.17,0
15,31,39,1.2,0
15,32,36,1.15,0
15,33,44,1.1,0
15,34,42,0.91,1
15,35,82,1.13,0
15,36,37,1.15,0
15,37,32,1.08,0
15,38,59,1.14,0
15,39,32,1.15,0
15,40,40,0.98,1
15,41,36,1.06,0
15,42,75,1.18,0
15,43,35,1.08,0
15,44,49,1.15,0
16,1,55,1.12,0
16,2,45,1.15,0
16,3,46,1.06,0
16,4,52,0.86,1
16,5,77,1.19,0
16,6,51,1.09,0
16,7,48,1.05,0
16,8,48,1.2,0
16,9,57,0.95,1
16,10,46,1.13,0
16,11,43,1.12,0
16,12,49,1.1,0
16,13,55,1.12,0
16,14,141,1.13,0
16,15,55,1.15,0
16,16,53,0.91,1
16,17,48,1.07,0
16,18,43,1.18,0
16,19,42,1.15,0
16,20,56,1.2,0
16,21,52,1.1,0
16,22,50,1.12,0
16,23,44,1.13,0
16,24,43,1.18,0
16,25,47,1.13,0
16,26,50,0.93,1
16,27,59,1.07,0
16,28,47,1.18,0
16,29,37,1.09,0
16,30,37,1.13,0
16,31,38,1.22,0
16,32,38,1.11,0
16,33,51,1.25,0
16,34,48,1.12,0
16,35,113,1.14,0
16,36,45,1.09,0
16,37,34,1.22,0
16,38,50,1.18,0
16,39,37,1.13,0
16,40,45,0.88,1
16,41,38,1.17,0
16,42,113,1.24,0
16,43,50,1.09,0
16,44,57,1.17,0
17,1,51,1.18,0
17,2,50,1.17,0
17,3,48,1.12,0
17,4,64,1.13,0
17,5,66,1.18,0
17,6,51,1.16,0
17,7,54,1.25,0
17,8,50,1.18,0
17,9,56,1.2,0
17,10,51,1.06,0
17,11,57,1.08,0
17,12,46,1.16,0
17,13,66,1.19,0
17,14,147,1.17,0
17,15,49,1.16,0
17,16,50,1.11,0
17,17,43,1.24,0
17,18,53,1.2,0
17,19,51,1.14,0
17,20,74,1.08,0
17,21,50,1.26,0
17,22,51,1.11,0
17,23,53,1.04,0
17,24,44,1.26,0
17,25,62,0.95,1
17,26,48,1.13,0
17,27,52,1.27,0
17,28,51,1.23,0
17,29,44,0.99,1
17,30,54,0.9,1
17,31,51,1.23,0
17,32,53,1.03,0
17,33,52,1.18,0
17,34,45,1.14,0
17,35,101,1.05,0
17,36,41,1.18,0
17,37,48,0.95,1
17,38,52,1.13,0
17,39,48,0.99,1
17,40,40,1.29,0
17,41,46,0.99,0
17,42,101,1.11,0
17,43,41,1.09,0
17,44,74,1.22,0
18,1,60,1.15,0
18,2,45,1.17,0
18,3,54,1.22,0
18,4,59,1.17,0
18,5,85,1.12,0
18,6,67,0.96,1
18,7,62,1.21,0
18,8,55,1.16,0
18,9,68,1.09,0
18,10,60,0.99,1
18,11,52,1.12,0
18,12,49,1.14,0
18,13,62,1.14,0
18,14,155,1.13,0
18,15,54,1.23,0
18,16,65,1.14,0
18,17,57,1.1,0
18,18,80,0.89,1
18,19,61,0.99,1
18,20,84,1.02,1
18,21,62,1.22,0
18,22,53,1.19,0
18,23,59,1.06,0
18,24,48,1.22,0
18,25,55,1.14,0
18,26,61,0.9,1
18,27,58,1.23,0
18,28,60,1.13,0
18,29,49,1.13,0
18,30,48,1.09,0
18,31,50,1.11,0
18,32,50,1.09,0
18,33,67,1.11,0
18,34,51,1.15,0
18,35,115,1.16,0
18,36,47,1.17,0
18,37,48,1.18,0
18,38,73,1.17,0
18,39,37,1.12,0
18,40,50,1.01,1
18,41,48,1.15,0
18,42,110,1.14,0
18,43,49,1.11,0
18,44,93,0.95,1
19,1,54,1.17,0
19,2,45,1.05,0
19,3,56,1.21,0
19,4,46,1.03,1
19,5,56,1.13,0
19,6,62,0.91,1
19,7,44,1.16,0
19,8,43,1.14,0
19,9,45,1.1,0
19,10,41,1.14,0
19,11,48,1.15,0
19,12,49,1.13,0
19,13,43,1.17,0
19,14,109,1.08,0
19,15,50,1.01,1
19,16,40,1.18,0
19,17,45,1.26,0
19,18,48,1,1
19,19,52,1.06,0
19,20,59,1.15,0
19,21,52,1.04,0
19,22,53,1.11,0
19,23,40,1.16,0
19,24,53,1.15,0
19,25,48,1.16,0
19,26,37,1.24,0
19,27,53,1.14,0
19,28,37,1.13,0
19,29,48,1.03,1
19,30,43,1.13,0
19,31,37,0.95,1
19,32,36,1.2,0
19,33,41,1.14,0
19,34,40,1.14,0
19,35,78,1.12,0
19,36,39,0.93,1
19,37,39,1.15,0
19,38,63,1.21,0
19,39,39,1.11,0
19,40,44,1.18,0
19,41,37,1.22,0
19,42,109,1.06,0
19,43,37,1.11,0
19,44,63,1.07,0
20,1,45,1.05,0
20,2,48,1.08,0
20,3,46,1.24,0
20,4,41,1.13,0
20,5,70,1.2,0
20,6,51,1.15,0
20,7,42,1.15,0
20,8,39,1.15,0
20,9,47,1.14,0
20,10,58,0.88,1
20,11,51,1.18,0
20,12,51,1.21,0
20,13,56,1.12,0
20,14,167,1.16,0
20,15,47,1.05,0
20,16,45,1.17,0
20,17,45,1.01,0
20,18,63,1.2,0
20,19,49,1.11,0
20,20,71,1.13,0
20,21,43,1.16,0
20,22,53,1.11,0
20,23,46,1.2,0
20,24,39,1.17,0
20,25,47,1.21,0
20,26,47,1.23,0
20,27,60,1.14,0
20,28,46,1.21,0
20,29,40,1.11,0
20,30,41,1.19,0
20,31,41,1.17,0
20,32,33,1.15,0
20,33,48,1.23,0
20,34,40,1.09,0
20,35,109,1.17,0
20,36,36,1.21,0
20,37,41,1.05,0
20,38,47,1.21,0
20,39,41,1.22,0
20,40,38,1.17,0
20,41,34,1.18,0
20,42,106,1.14,0
20,43,45,1.1,0
20,44,69,1.08,0
21,1,48,1.22,0
21,2,42,1.18,0
21,3,42,1.18,0
21,4,38,1.21,0
21,5,70,0.89,1
21,6,46,1.12,0
21,7,42,1.17,0
21,8,39,1.08,0
21,9,48,1.2,0
21,10,49,1.12,0
21,11,35,1.09,0
21,12,36,1.17,0
21,13,45,1.19,0
21,14,121,1.15,0
21,15,50,0.98,1
21,16,40,1.1,0
21,17,48,1.13,0
21,18,47,1.1,0
21,19,47,1.08,0
21,20,67,1.22,0
21,21,44,1.14,0
21,22,46,1.1,0
21,23,35,1.2,0
21,24,40,1.13,0
21,25,56,0.94,1
21,26,33,1.21,0
21,27,47,1.02,1
21,28,38,1.18,0
21,29,36,1.14,0
21,30,48,0.91,1
21,31,39,1.15,0
21,32,34,1.17,0
21,33,40,1.09,0
21,34,46,1.14,0
21,35,90,1.2,0
21,36,34,1.02,1
21,37,33,1.17,0
21,38,56,0.91,1
21,39,33,1.11,0
21,40,34,1.15,0
21,41,35,1.12,0
21,42,93,1.19,0
21,43,35,1.14,0
21,44,67,1.11,0
22,1,44,1.15,0
22,2,37,1.14,0
22,3,39,1.12,0
22,4,51,1.19,0
22,5,56,1.11,0
22,6,44,1.13,0
22,7,50,1.17,0
22,8,45,1.07,0
22,9,46,1.03,0
22,10,30,1.25,0
22,11,40,1.07,0
22,12,41,1.17,0
22,13,45,1.15,0
22,14,125,1.09,0
22,15,42,1.16,0
22,16,38,1.11,0
22,17,43,1.19,0
22,18,44,1.18,0
22,19,31,1.19,0
22,20,52,1.08,0
22,21,42,1.19,0
22,22,48,1.08,0
22,23,41,0.93,1
22,24,34,1.19,0
22,25,40,1.06,0
22,26,37,1.16,0
22,27,43,1.17,0
22,28,38,1.22,0
22,29,31,1.21,0
22,30,38,1.18,0
22,31,35,1.18,0
22,32,38,1.15,0
22,33,49,0.9,1
22,34,40,1.12,0
22,35,107,0.87,1
22,36,43,1.22,0
22,37,34,1.13,0
22,38,65,0.86,1
22,39,36,1.15,0
22,40,25,1.15,0
22,41,42,1.08,0
22,42,84,1.16,0
22,43,34,1.1,0
22,44,58,1.19,0
23,1,60,1.08,0
23,2,51,1.13,0
23,3,53,1.19,0
23,4,58,1.21,0
23,5,78,1.09,0
23,6,46,1.13,0
23,7,66,1.31,0
23,8,53,1.15,0
23,9,70,1.13,0
23,10,61,0.92,1
23,11,46,1.13,0
23,12,60,1.04,0
23,13,58,1.03,0
23,14,158,0.9,1
23,15,52,1.11,0
23,16,59,1.15,0
23,17,53,1.19,0
23,18,50,1.13,0
23,19,56,1.23,0
23,20,74,1.15,0
23,21,47,1.15,0
23,22,68,0.96,1
23,23,57,1.22,0
23,24,66,0.87,1
23,25,50,1.18,0
23,26,54,1.1,0
23,27,57,1.23,0
23,28,46,1.14,0
23,29,51,0.97,1
23,30,39,1.12,0
23,31,49,1.17,0
23,32,35,1.3,0
23,33,55,1.19,0
23,34,55,1.2,0
23,35,112,1.17,0
23,36,44,1.07,0
23,37,36,1.13,0
23,38,81,0.87,1
23,39,42,1.33,0
23,40,53,1.12,0
23,41,44,1.07,0
23,42,119,1.18,0
23,43,49,1.21,0
23,44,90,1.16,0
24,1,56,1.12,0
24,2,50,1.1,0
24,3,66,1,1
24,4,68,1.16,0
24,5,84,1.08,0
24,6,78,1.22,0
24,7,66,1.1,0
24,8,62,1.23,0
24,9,70,1.2,0
24,10,53,1.14,0
24,11,60,1.14,0
24,12,70,1.21,0
24,13,64,1.13,0
24,14,169,1.22,0
24,15,67,0.97,1
24,16,55,1.28,0
24,17,68,1.11,0
24,18,57,1.18,0
24,19,56,1.2,0
24,20,96,1.21,0
24,21,59,1.15,0
24,22,66,1.18,0
24,23,56,1.11,0
24,24,54,1.21,0
24,25,56,1.24,0
24,26,56,1.03,0
24,27,59,1.23,0
24,28,53,1.27,0
24,29,54,1.17,0
24,30,51,1.26,0
24,31,57,1.16,0
24,32,66,1.11,0
24,33,58,1.14,0
24,34,59,1.17,0
24,35,149,1.2,0
24,36,46,1.14,0
24,37,43,1.19,0
24,38,66,1.13,0
24,39,55,1.24,0
24,40,54,1.12,0
24,41,51,1.03,0
24,42,174,0.98,1
24,43,43,1.14,0
24,44,109,1.08,0
25,1,45,1.46,0
25,2,49,1.64,0
25,3,44,1.67,0
25,4,55,1.61,0
25,5,77,1.58,0
25,6,55,1.5,0
25,7,53,1.63,0
25,8,48,1.63,0
25,9,52,1.48,0
25,10,52,1.48,0
25,11,57,1.62,0
25,12,44,1.62,0
25,13,45,1.63,0
25,14,148,1.8,0
25,15,52,1.34,1
25,16,48,1.66,0
25,17,48,1.5,0
25,18,63,1.51,0
25,19,44,1.55,0
25,20,81,1.39,1
25,21,49,1.7,0
25,22,60,1.33,1
25,23,47,1.52,0
25,24,45,1.8,0
25,25,48,1.61,0
25,26,44,1.3,1
25,27,56,1.73,0
25,28,38,1.57,0
25,29,48,1.21,1
25,30,39,1.56,0
25,31,45,1.59,0
25,32,41,1.66,0
25,33,58,1.41,1
25,34,46,1.65,0
25,35,108,1.57,0
25,36,38,1.56,0
25,37,38,1.7,0
25,38,66,1.62,0
25,39,49,1.42,1
25,40,36,1.51,0
25,41,42,1.54,0
25,42,102,1.52,0
25,43,40,1.63,0
25,44,56,1.54,0
26,1,57,1.56,0
26,2,53,1.59,0
26,3,62,1.69,0
26,4,58,1.56,0
26,5,80,1.62,0
26,6,72,1.47,0
26,7,70,1.53,0
26,8,56,1.67,0
26,9,63,1.64,0
26,10,61,1.54,0
26,11,60,1.75,0
26,12,58,1.58,0
26,13,49,1.58,0
26,14,168,1.65,0
26,15,70,1.52,0
26,16,54,1.79,0
26,17,59,1.62,0
26,18,66,1.74,0
26,19,54,1.69,0
26,20,82,1.68,0
26,21,53,1.68,0
26,22,62,1.58,0
26,23,59,1.57,0
26,24,46,1.54,0
26,25,57,1.48,0
26,26,63,1.65,0
26,27,63,1.71,0
26,28,47,1.58,0
26,29,47,1.5,0
26,30,52,1.78,0
26,31,51,1.58,0
26,32,52,1.66,0
26,33,46,1.56,0
26,34,56,1.63,0
26,35,138,1.51,0
26,36,54,1.66,0
26,37,40,1.49,0
26,38,63,1.77,0
26,39,58,1.23,1
26,40,51,1.65,0
26,41,43,1.6,0
26,42,111,1.53,0
26,43,58,1.49,0
26,44,76,1.59,0
27,1,55,1.56,0
27,2,54,1.23,1
27,3,53,1.53,0
27,4,56,1.69,0
27,5,69,1.59,0
27,6,47,1.7,0
27,7,51,1.62,0
27,8,58,1.54,0
27,9,49,1.46,0
27,10,58,1.28,1
27,11,49,1.61,0
27,12,52,1.49,0
27,13,61,1.67,0
27,14,131,1.52,0
27,15,51,1.73,0
27,16,54,1.67,0
27,17,54,1.61,0
27,18,69,1.26,1
27,19,49,1.54,0
